Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Maruti Swift Dzire,Kolkata,2014,34000,Petrol,Manual,First,19.1,1197,85.8,5.0,399000.0
BMW 5 Series,Coimbatore,2016,34000,Diesel,Automatic,First,16.2,2993,258.0,5.0,4573000.0
Ford Ecosport 1.5,Kochi,2014,71390,Diesel,Manual,First,22.7,1498,89.84,5.0,527000.0
Maruti Wagon R,Mumbai,2014,41000,CNG,Manual,First,26.2,998,58.2,5.0,350000.0
Honda City i,Ahmedabad,2016,67000,Diesel,Manual,First,26.0,1498,98.6,5.0,725000.0
Tata Indigo LS,Chennai,2008,73000,Diesel,Manual,Second,17.0,1405,70.0,5.0,160000.0
Renault Duster 110PS,Pune,2014,73000,Diesel,Manual,Second,19.01,1461,108.45,5.0,600000.0
Hyundai i10 Sportz,Chennai,2010,34000,Petrol,Manual,First,20.36,1197,78.9,5.0,300000.0
Honda Jazz 1.2,Mumbai,2015,34000,Petrol,Manual,First,18.7,1199,88.7,5.0,495000.0
Maruti SX4 S,Hyderabad,2016,73000,Diesel,Manual,First,23.65,1248,88.5,5.0,899000.0
Honda Accord VTi-L,Mumbai,2007,73000,Petrol,Manual,Third,11.9,2354,144.0,5.0,185000.0
Volkswagen Polo Petrol,Coimbatore,2016,34000,Petrol,Manual,First,16.47,1198,73.9,5.0,616000.0
Maruti Ritz VDi,Hyderabad,2010,73000,Diesel,Manual,First,21.1,1248,73.9,5.0,350000.0
Honda Amaze S,Jaipur,2014,69000,Petrol,Manual,First,19.5,1199,88.76,5.0,450000.0
Hyundai i20 1.2,Hyderabad,2017,34000,Petrol,Manual,First,18.6,1197,81.83,5.0,775000.0
Renault Duster 85PS,Hyderabad,2014,73000,Diesel,Manual,First,20.45,1461,83.8,5.0,660000.0
Hyundai Grand i10,Kochi,2014,48031,Petrol,Manual,First,18.9,1197,82.0,5.0,498000.00000000006
BMW 3 Series,Chennai,2008,73000,Diesel,Automatic,Third,16.07,1995,181.0,5.0,975000.0
Ford Ecosport 1.5,Mumbai,2014,69565,Diesel,Manual,First,22.7,1498,89.84,5.0,555000.0
Volkswagen Vento 1.5,Hyderabad,2016,45492,Diesel,Automatic,First,21.5,1498,108.5,5.0,1030000.0000000001
Honda Accord 2.4,Chennai,2011,73000,Petrol,Automatic,Second,11.7,2354,177.6,5.0,750000.0
Chevrolet Aveo 1.4,Hyderabad,2008,55902,Petrol,Manual,First,14.49,1399,92.7,5.0,180000.0
Volkswagen Polo 1.2,Hyderabad,2017,34000,Petrol,Manual,First,16.2,1199,74.0,5.0,625000.0
Mahindra Xylo D4,Hyderabad,2015,73000,Diesel,Manual,Second,14.95,2489,93.7,7.0,680000.0
Hyundai i10 Magna,Hyderabad,2009,50902,Petrol,Automatic,First,19.2,1197,80.0,5.0,300000.0
Mahindra XUV500 W8,Coimbatore,2015,73000,Diesel,Manual,First,15.1,2179,140.0,7.0,1160000.0
Hyundai Elantra CRDi,Mumbai,2013,40000,Diesel,Manual,Second,22.7,1582,126.24,5.0,695000.0
Volkswagen Passat 1.8,Mumbai,2010,60000,Petrol,Manual,Third,14.3,1798,160.0,5.0,350000.0
Hyundai Grand i10,Coimbatore,2014,34000,Petrol,Manual,First,18.9,1197,81.86,5.0,550000.0
Hyundai i20 Asta,Mumbai,2015,34000,Petrol,Manual,First,18.6,1197,81.83,5.0,565000.0
Chevrolet Enjoy TCDi,Ahmedabad,2013,71000,Diesel,Manual,First,18.2,1248,73.8,8.0,325000.0
Skoda Rapid 1.6,Coimbatore,2015,34000,Petrol,Automatic,First,14.3,1598,103.6,5.0,772000.0
Hyundai Creta 1.6,Pune,2016,42244,Diesel,Manual,First,19.67,1582,126.2,5.0,1200000.0
Chevrolet Beat Diesel,Jaipur,2013,73000,Diesel,Manual,First,25.44,936,57.6,5.0,155000.0
Toyota Fortuner 3.0,Delhi,2011,62100,Diesel,Manual,First,11.5,2982,171.0,7.0,1075000.0
Hyundai i20 Sportz,Coimbatore,2016,44238,Petrol,Manual,First,18.6,1197,81.83,5.0,672000.0
Audi Q7 3.0,Coimbatore,2012,73000,Diesel,Automatic,First,12.07,2967,241.4,7.0,2855000.0
Porsche Panamera Diesel,Bangalore,2013,34000,Diesel,Automatic,Second,17.85,2967,300.0,4.0,7500000.0
Honda City i,Hyderabad,2016,36891,Petrol,Manual,First,17.8,1497,117.3,5.0,1049000.0
Mahindra Quanto C4,Hyderabad,2012,73000,Diesel,Manual,First,17.21,1493,100.0,7.0,380000.0
Audi A4 2.0,Ahmedabad,2012,73000,Diesel,Automatic,First,16.55,1968,140.0,5.0,1850000.0
Hyundai Sonata Transform,Kolkata,2013,41000,Petrol,Automatic,First,12.37,2359,198.25,5.0,600000.0
Hyundai Verna 1.6,Hyderabad,2012,73000,Diesel,Manual,First,22.32,1582,126.32,5.0,550000.0
Maruti Wagon R,Pune,2010,73000,Petrol,Manual,First,18.9,998,67.1,5.0,229999.99999999997
Maruti Ertiga SHVS,Jaipur,2016,50000,Diesel,Manual,First,24.52,1248,88.5,7.0,869999.9999999999
Hyundai Xcent 1.1,Delhi,2015,58000,Diesel,Manual,First,24.4,1120,71.01,5.0,495000.0
Maruti Swift VDI,Jaipur,2012,73000,Diesel,Manual,First,22.9,1248,74.0,5.0,425000.0
Mahindra XUV500 W6,Kochi,2017,41290,Diesel,Manual,Second,16.0,2179,140.0,7.0,1094000.0
BMW 5 Series,Delhi,2013,65000,Diesel,Automatic,First,22.48,1995,190.0,5.0,2126000.0
Toyota Corolla Altis,Bangalore,2016,34000,Petrol,Manual,Second,14.28,1798,138.03,5.0,1150000.0
Hyundai i20 Asta,Pune,2015,54339,Diesel,Manual,Second,22.54,1396,88.73,5.0,600000.0
Mahindra KUV 100,Hyderabad,2016,34000,Petrol,Manual,First,18.15,1198,82.0,6.0,409999.99999999994
Maruti Alto 800,Kolkata,2013,34000,Petrol,Manual,First,24.7,796,47.3,5.0,200999.99999999997
Fiat Punto EVO,Hyderabad,2010,59270,Petrol,Manual,First,15.7,1172,67.0,5.0,260000.0
Maruti Wagon R,Kolkata,2012,40000,Petrol,Manual,First,18.9,998,67.1,5.0,235000.0
Mitsubishi Pajero 4X4,Bangalore,2012,73000,Diesel,Manual,Second,9.5,2835,118.6,6.0,915000.0
Honda Brio EX,Chennai,2013,42320,Petrol,Manual,First,19.4,1198,86.8,5.0,290000.0
Hyundai i20 Asta,Coimbatore,2017,34000,Diesel,Manual,Second,22.54,1396,88.73,5.0,918000.0
Hyundai Creta 1.6,Mumbai,2016,34000,Petrol,Automatic,First,13.0,1591,121.3,5.0,1145000.0
Maruti Alto Green,Hyderabad,2012,73000,CNG,Manual,Second,26.83,796,38.4,5.0,210000.0
Honda Amaze S,Kochi,2017,61795,Petrol,Manual,First,17.8,1198,86.7,5.0,553000.0
Mahindra KUV 100,Chennai,2016,34000,Petrol,Manual,First,18.15,1198,82.0,6.0,375000.0
Honda City i-VTEC,Pune,2018,34000,Petrol,Automatic,First,18.0,1497,117.3,5.0,1250000.0
Mahindra XUV500 AT,Mumbai,2017,34000,Diesel,Automatic,First,16.0,2179,140.0,7.0,1550000.0
Hyundai Santro GLS,Pune,2011,65400,Petrol,Manual,First,18.0,1086,113.25,5.0,210000.0
Mercedes-Benz New C-Class,Mumbai,2013,73000,Diesel,Automatic,Second,14.84,2143,170.0,5.0,1450000.0
Renault Duster 110PS,Coimbatore,2017,42646,Diesel,Automatic,First,19.6,1461,108.45,5.0,1246000.0
Volkswagen Polo 1.2,Bangalore,2014,34000,Petrol,Manual,Second,16.47,1198,74.0,5.0,525000.0
BMW 5 Series,Delhi,2012,73000,Diesel,Automatic,First,18.48,1621,113.25,5.0,1450000.0
Mercedes-Benz S Class,Bangalore,2009,73000,Diesel,Automatic,Second,13.5,2987,282.0,5.0,2500000.0
Hyundai Santro GLS,Kochi,2012,66400,Petrol,Manual,First,18.0,1621,113.25,5.0,266000.0
Jaguar XJ 3.0L,Hyderabad,2012,50000,Diesel,Automatic,First,12.9,2993,271.23,4.0,4500000.0
Maruti Swift VDI,Jaipur,2015,63310,Diesel,Manual,First,28.4,1248,74.0,5.0,509999.99999999994
Honda Amaze S,Delhi,2014,66000,Diesel,Manual,First,25.8,1498,98.6,5.0,350000.0
BMW 3 Series,Ahmedabad,2011,73000,Diesel,Automatic,Second,16.07,1995,181.0,5.0,1250000.0
Hyundai Verna 1.4,Hyderabad,2012,73000,Diesel,Manual,First,23.5,1396,88.7,5.0,555000.0
Toyota Fortuner 4x2,Delhi,2015,70000,Diesel,Automatic,First,11.5,2982,169.0,7.0,1948000.0
Maruti Swift VXI,Ahmedabad,2012,48772,Petrol,Manual,First,18.6,1197,85.8,5.0,391000.0
Chevrolet Beat LS,Chennai,2010,66000,Petrol,Manual,First,18.6,1199,79.4,5.0,219000.0
Hyundai Grand i10,Coimbatore,2017,34000,Petrol,Automatic,First,18.9,1197,82.0,5.0,689000.0
Ford Figo Petrol,Coimbatore,2011,51593,Petrol,Manual,Second,15.6,1196,70.0,5.0,347000.0
Nissan Teana 230jM,Mumbai,2008,73000,Petrol,Automatic,Second,9.1,2349,113.25,5.0,325000.0
Maruti Swift VXI,Pune,2010,73000,Petrol,Manual,First,16.1,1298,88.2,5.0,285000.0
Audi A4 35,Coimbatore,2016,39237,Diesel,Automatic,First,17.11,1968,174.33,5.0,2564000.0
Honda City V,Kochi,2018,34000,Petrol,Manual,First,16.8,1497,116.3,5.0,1027999.9999999999
Honda Jazz V,Hyderabad,2015,37000,Petrol,Manual,First,18.2,1199,88.7,5.0,630000.0
Volkswagen Polo 1.5,Chennai,2014,70920,Diesel,Manual,First,20.14,1498,88.8,5.0,475000.0
Nissan Terrano XL,Hyderabad,2013,65280,Diesel,Manual,First,19.87,1461,83.14,5.0,580000.0
Land Rover Discovery,Hyderabad,2016,62000,Diesel,Automatic,First,12.51,2179,187.7,7.0,4450000.0
Hyundai i20 Magna,Kochi,2014,44525,Petrol,Manual,First,18.5,1197,82.9,5.0,465000.00000000006
Honda City 1.5,Jaipur,2009,73000,Petrol,Manual,First,17.0,1497,118.0,5.0,360000.0
Mahindra XUV500 W10,Hyderabad,2015,73000,Diesel,Manual,First,16.0,2179,140.0,7.0,1225000.0
Jeep Compass 2.0,Jaipur,2017,45000,Diesel,Manual,First,16.3,1956,170.0,5.0,2000000.0
Mahindra XUV500 W10,Jaipur,2017,34000,Diesel,Manual,First,16.0,2179,140.0,7.0,1600000.0
Mahindra Scorpio VLX,Coimbatore,2011,73000,Diesel,Automatic,Second,11.79,2179,120.0,8.0,621000.0
Datsun GO Plus,Kolkata,2016,34000,Petrol,Manual,First,19.44,1198,67.0,7.0,325000.0
Mahindra Scorpio S6,Kolkata,2016,34000,Diesel,Manual,First,15.4,2179,120.0,7.0,975000.0
Honda Amaze S,Mumbai,2014,39000,Petrol,Automatic,First,15.5,1198,86.7,5.0,445000.0
Honda City i-DTEC,Pune,2017,42000,Diesel,Manual,First,25.6,1498,98.6,5.0,1200000.0
Tata Indigo GLE,Chennai,2008,73000,Petrol,Manual,First,14.4,1396,65.0,5.0,80000.0
Hyundai Grand i10,Chennai,2018,48000,Diesel,Manual,First,24.0,1186,73.97,5.0,595000.0
Maruti Alto 800,Pune,2015,34000,CNG,Manual,First,18.0,796,40.3,4.0,300000.0
Hyundai Verna 1.4,Kolkata,2014,34000,Petrol,Manual,First,17.43,1396,105.5,5.0,525000.0
Toyota Innova Crysta,Coimbatore,2019,34000,Diesel,Manual,First,13.68,2393,147.8,7.0,2220000.0
BMW X1 sDrive20d,Jaipur,2012,63000,Diesel,Automatic,First,17.05,1995,184.0,5.0,1350000.0
Volkswagen Jetta 2013-2015,Chennai,2015,48000,Diesel,Automatic,First,16.96,1968,138.03,5.0,1350000.0
Ford Figo Diesel,Delhi,2014,66000,Diesel,Manual,First,20.0,1399,68.05,5.0,347000.0
Mahindra Ssangyong Rexton,Ahmedabad,2013,73000,Diesel,Automatic,Second,11.18,2696,184.0,7.0,950000.0
Volkswagen Vento Petrol,Chennai,2011,37000,Petrol,Manual,First,15.04,1598,103.6,5.0,480000.0
Skoda Rapid 1.6,Kochi,2016,35058,Petrol,Manual,First,15.0,1598,103.52,5.0,654000.0
Volkswagen Polo Petrol,Delhi,2012,52000,Petrol,Manual,First,16.47,1198,73.9,5.0,310000.0
Maruti S Cross,Hyderabad,2015,61313,Diesel,Manual,First,23.65,1248,88.5,5.0,799000.0
Toyota Corolla Altis,Kolkata,2009,45000,Petrol,Manual,Second,14.53,1798,138.1,5.0,330000.0
Maruti Ertiga ZDI,Bangalore,2015,73000,Diesel,Manual,First,20.77,1248,88.8,7.0,875000.0
Hyundai i10 Asta,Hyderabad,2013,73000,Petrol,Automatic,First,19.2,1197,80.0,5.0,419000.00000000006
Mercedes-Benz CLA 200,Kochi,2019,34000,Diesel,Automatic,First,17.9,2143,136.0,5.0,3077000.0
Honda City ZX,Jaipur,2006,73000,Petrol,Manual,Second,16.9,1497,100.0,5.0,211000.0
Mahindra KUV 100,Jaipur,2018,34000,Petrol,Manual,First,18.15,1198,82.0,6.0,625000.0
Toyota Fortuner 3.0,Delhi,2011,73000,Diesel,Manual,First,11.5,2982,171.0,7.0,1140000.0
Honda City 1.5,Bangalore,2011,65000,Petrol,Manual,First,17.0,1497,118.0,5.0,520000.0
Audi A6 35,Coimbatore,2017,36824,Diesel,Automatic,First,18.53,1968,187.74,5.0,3984000.0000000005
Ford Figo Diesel,Coimbatore,2013,65287,Diesel,Manual,First,20.0,1399,68.05,5.0,445000.0
Mercedes-Benz GLA Class,Kolkata,2014,52000,Diesel,Automatic,First,17.9,2143,136.0,5.0,1950000.0
Chevrolet Aveo U-VA,Hyderabad,2007,34000,Petrol,Manual,First,15.26,1150,74.9,5.0,175000.0
Ford Figo 2015-2019,Hyderabad,2016,71000,Diesel,Manual,First,25.83,1498,99.0,5.0,509999.99999999994
Hyundai Elantra CRDi,Delhi,2013,71000,Diesel,Automatic,First,22.7,1582,126.2,5.0,680000.0
Maruti Baleno Zeta,Kolkata,2016,34000,Petrol,Automatic,First,21.4,1197,83.1,5.0,574000.0
Maruti Swift LXi,Hyderabad,2010,71000,Petrol,Manual,First,16.1,1197,85.0,5.0,330000.0
Mercedes-Benz CLS-Class 2006-2010,Hyderabad,2010,34000,Diesel,Automatic,First,9.9,1621,271.72,4.0,3200000.0
BMW 3 Series,Ahmedabad,2016,34000,Diesel,Automatic,First,21.76,1995,190.0,5.0,3500000.0
Maruti Dzire AMT,Chennai,2017,34000,Diesel,Automatic,First,28.4,1248,73.75,5.0,890000.0
Hyundai Verna 1.6,Mumbai,2011,58000,Petrol,Manual,Second,17.01,1591,121.3,5.0,400000.0
Jeep Compass 2.0,Kochi,2018,42203,Diesel,Manual,First,17.1,1956,170.0,5.0,1946000.0
Hyundai Sonata Embera,Hyderabad,2009,73000,Diesel,Automatic,First,11.4,1991,142.0,5.0,525000.0
Maruti Eeco 5,Delhi,2013,52000,CNG,Manual,Second,15.1,1196,73.0,5.0,260000.0
Tata Nexon 1.5,Kolkata,2018,34000,Diesel,Manual,First,21.5,1497,108.5,5.0,922000.0000000001
Hyundai EON Era,Jaipur,2013,70000,Petrol,Manual,First,21.1,814,55.2,5.0,180000.0
Tata Indica DLS,Hyderabad,2005,73000,Diesel,Manual,Second,13.5,1405,113.25,5.0,130000.0
BMW 5 Series,Kochi,2015,65266,Diesel,Automatic,First,14.69,2993,258.0,5.0,3175000.0
Maruti Ertiga VDI,Delhi,2014,54569,Diesel,Manual,First,20.77,1248,88.76,7.0,599000.0
Honda Amaze E,Kochi,2015,51361,Petrol,Manual,First,18.0,1198,86.7,5.0,494000.00000000006
Ford Fiesta 1.4,Jaipur,2007,73000,Petrol,Manual,Third,16.6,1388,68.0,5.0,150000.0
Honda Civic 2006-2010,Bangalore,2008,66000,Petrol,Manual,Third,13.5,1799,130.0,5.0,325000.0
Maruti Wagon R,Hyderabad,2007,65047,LPG,Manual,First,17.3,1061,57.5,5.0,195000.0
Maruti Ertiga ZDI,Delhi,2014,34000,Diesel,Manual,First,20.77,1248,88.8,7.0,650000.0
Hyundai Grand i10,Delhi,2013,63210,Diesel,Manual,First,24.0,1120,70.0,5.0,371000.0
Hyundai Xcent 1.2,Pune,2018,34000,Petrol,Manual,First,20.14,1197,81.86,5.0,500000.0
Hyundai i10 Era,Ahmedabad,2008,60000,Petrol,Manual,First,19.81,1086,68.05,5.0,199000.0
Honda Amaze S,Mumbai,2017,34000,Petrol,Manual,First,18.0,1198,86.7,5.0,425000.0
Audi A6 2.7,Ahmedabad,2009,73000,Diesel,Automatic,First,12.4,2698,179.5,5.0,800000.0
Hyundai i10 Magna,Mumbai,2011,34000,Petrol,Manual,First,20.36,1197,78.9,5.0,295000.0
Renault KWID RXT,Pune,2018,34000,Petrol,Manual,First,25.17,799,53.3,5.0,350000.0
Audi A4 New,Jaipur,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5.0,1600000.0
Maruti Alto 800,Jaipur,2015,50000,Petrol,Manual,First,22.74,796,47.3,5.0,275000.0
Honda City i,Delhi,2015,53000,Petrol,Manual,First,17.8,1497,117.3,5.0,695000.0
Mercedes-Benz New C-Class,Delhi,2011,64000,Petrol,Automatic,Second,11.74,1796,186.0,5.0,1250000.0
Audi Q5 3.0,Coimbatore,2017,43827,Diesel,Automatic,First,13.22,2967,241.4,5.0,3683000.0
Volkswagen Polo 1.2,Pune,2011,36431,Petrol,Manual,First,16.2,1199,74.0,5.0,270000.0
Hyundai Creta 1.4,Mumbai,2017,35000,Diesel,Manual,First,21.38,1396,88.7,5.0,990000.0
Honda City 1.5,Kochi,2011,73000,Petrol,Manual,First,17.0,1497,118.0,5.0,383000.0
Honda City 1.5,Coimbatore,2012,73000,Petrol,Manual,First,17.0,1497,118.0,5.0,525000.0
Maruti S Cross,Kolkata,2016,45194,Diesel,Manual,First,22.7,1598,118.0,5.0,775000.0
Maruti SX4 Vxi,Mumbai,2010,66000,Petrol,Manual,Second,16.51,1586,103.2,5.0,246000.0
Maruti Swift Dzire,Kolkata,2014,38578,Diesel,Manual,First,23.4,1248,74.0,5.0,396000.0
Maruti Ertiga ZDI,Chennai,2015,40000,Diesel,Manual,First,20.77,1248,88.8,7.0,825000.0
Hyundai i20 1.2,Coimbatore,2018,34000,Petrol,Manual,First,18.6,1197,81.83,5.0,758000.0
Hyundai Grand i10,Hyderabad,2014,73000,Diesel,Manual,First,24.0,1120,70.0,5.0,399000.0
Honda City i,Delhi,2014,54257,Petrol,Manual,First,17.4,1497,117.3,5.0,625000.0
Skoda Rapid 1.6,Hyderabad,2013,73000,Diesel,Manual,First,20.5,1598,103.5,5.0,500000.0
Mercedes-Benz E-Class E270,Hyderabad,2005,73000,Diesel,Automatic,Second,11.0,2987,198.5,5.0,465000.00000000006
Hyundai Santa Fe,Coimbatore,2016,34000,Diesel,Automatic,First,13.01,2199,194.3,7.0,2137000.0
Maruti Alto LXi,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796,46.3,5.0,175000.0
ISUZU D-MAX V-Cross,Coimbatore,2018,34000,Diesel,Manual,First,12.4,2499,134.0,5.0,1609000.0
Hyundai Verna 1.4,Kolkata,2012,38000,Diesel,Manual,First,24.8,1396,88.7,5.0,409999.99999999994
Ford Figo Diesel,Coimbatore,2015,73000,Diesel,Manual,First,20.0,1399,68.0,5.0,356000.0
Honda City 1.5,Pune,2010,43000,Petrol,Manual,Second,17.0,1497,118.0,5.0,421000.0
Maruti Swift VDI,Coimbatore,2016,70478,Diesel,Manual,First,17.8,1248,113.25,5.0,686000.0
Hyundai Verna 1.6,Delhi,2015,57000,Diesel,Manual,First,23.9,1582,126.2,5.0,660000.0
Hyundai Creta 1.6,Coimbatore,2018,34000,Petrol,Automatic,First,13.0,1591,121.3,5.0,1435000.0
Ford Ecosport 1.5,Hyderabad,2017,34000,Diesel,Manual,First,22.7,1498,89.84,5.0,950000.0
BMW X6 xDrive30d,Delhi,2011,59000,Diesel,Automatic,First,11.2,2993,241.0,4.0,2190000.0
BMW 5 Series,Coimbatore,2016,73000,Diesel,Automatic,First,18.12,1995,190.0,5.0,3045000.0
Ford Figo Aspire,Hyderabad,2016,73000,Diesel,Manual,First,25.83,1498,99.0,5.0,509999.99999999994
Hyundai Verna VTVT,Pune,2013,37086,Petrol,Automatic,First,17.0,1591,121.3,5.0,544000.0
Ford Ikon 1.4,Jaipur,2010,73000,Diesel,Manual,First,13.8,1399,68.0,5.0,160000.0
Audi A6 2011-2015,Kochi,2014,54862,Diesel,Automatic,First,17.68,1968,174.33,5.0,1667000.0000000002
Honda CR-V Sport,Hyderabad,2010,67758,Petrol,Manual,First,10.8,2354,113.25,5.0,950000.0
Hyundai i20 2015-2017,Pune,2012,56200,Petrol,Automatic,First,15.0,1396,98.6,5.0,385000.0
Toyota Fortuner 2.8,Kochi,2011,73000,Diesel,Manual,First,14.24,2755,174.5,7.0,1064000.0
Renault KWID RXT,Bangalore,2016,34000,Petrol,Manual,First,25.17,799,53.3,5.0,350000.0
Chevrolet Spark 1.0,Chennai,2008,62000,Petrol,Manual,Third,18.0,995,62.0,5.0,110000.00000000001
Hyundai Verna Transform,Hyderabad,2011,51500,Petrol,Manual,Second,16.2,1599,103.2,5.0,260000.0
BMW 3 Series,Hyderabad,2012,69000,Diesel,Automatic,First,18.88,1995,184.0,5.0,1850000.0
Hyundai Santro Xing,Bangalore,2004,73000,Petrol,Manual,First,18.0,1086,113.25,5.0,135000.0
Maruti Swift Dzire,Hyderabad,2015,62476,Diesel,Manual,First,26.59,1248,74.0,5.0,795000.0
Hyundai Xcent 1.2,Jaipur,2017,60500,Diesel,Manual,First,25.4,1186,73.97,5.0,549000.0
Honda Jazz V,Mumbai,2017,34000,Petrol,Automatic,First,19.0,1199,88.7,5.0,695000.0
Tata Indigo LS,Jaipur,2008,73000,Diesel,Manual,First,17.0,1405,70.0,5.0,100000.0
Ford Fiesta Classic,Chennai,2013,73000,Diesel,Manual,Second,17.8,1399,67.0,5.0,445000.0
Maruti S-Cross Alpha,Kolkata,2016,45296,Diesel,Manual,First,25.1,1248,88.5,5.0,699000.0
Maruti SX4 Zxi,Coimbatore,2008,73000,Petrol,Manual,First,15.6,1586,104.68,5.0,351000.0
Maruti Baleno Zeta,Kochi,2018,34000,Petrol,Automatic,First,21.4,1197,83.1,5.0,754000.0
Maruti Ritz LDi,Bangalore,2016,73000,Diesel,Manual,First,23.2,1248,73.94,5.0,365000.0
Hyundai Elantra CRDi,Ahmedabad,2016,34000,Diesel,Automatic,First,19.5,1582,126.24,5.0,1600000.0
Chevrolet Spark 1.0,Kolkata,2012,34000,Petrol,Manual,First,16.2,995,62.1,5.0,140000.0
Hyundai i20 1.2,Mumbai,2017,34000,Petrol,Manual,First,18.6,1197,81.83,5.0,645000.0
Hyundai Xcent 1.1,Hyderabad,2016,73000,Diesel,Manual,First,24.4,1120,71.0,5.0,440000.00000000006
Honda Jazz 1.2,Delhi,2015,34000,Petrol,Automatic,First,19.0,1199,88.7,5.0,595000.0
Honda Brio S,Ahmedabad,2013,34000,Petrol,Manual,First,19.4,1198,86.8,5.0,390000.0
Mercedes-Benz E-Class E250,Coimbatore,2016,39753,Diesel,Automatic,First,13.0,2143,201.1,5.0,3528000.0
Tata Hexa XT,Pune,2017,39800,Diesel,Manual,First,17.6,2179,153.86,7.0,1425000.0
Hyundai Xcent 1.1,Pune,2017,73000,Diesel,Manual,First,24.4,1120,71.0,5.0,450000.0
Ford Ecosport 1.5,Pune,2015,55000,Diesel,Manual,First,22.7,1498,89.84,5.0,750000.0
Tata Nano XTA,Coimbatore,2017,34000,Petrol,Automatic,First,21.9,624,37.48,4.0,341000.0
Honda Brio VX,Pune,2013,45000,Petrol,Manual,Second,19.4,1198,86.8,5.0,325000.0
Maruti Ertiga SHVS,Hyderabad,2016,73000,Diesel,Manual,First,24.52,1248,88.5,7.0,830000.0000000001
Hyundai i10 Sportz,Bangalore,2010,34000,Petrol,Manual,First,20.36,1197,78.9,5.0,345000.0
Hyundai Santro Xing,Hyderabad,2007,57309,Petrol,Manual,First,17.0,1086,113.25,5.0,210000.0
Mahindra XUV500 W10,Mumbai,2015,53392,Diesel,Manual,First,16.0,2179,140.0,7.0,1195000.0
Volkswagen Vento Diesel,Hyderabad,2010,71000,Diesel,Manual,First,20.54,1598,103.6,5.0,425000.0
Tata Safari Storme,Hyderabad,2014,73000,Diesel,Manual,First,14.0,2179,138.1,7.0,825000.0
Honda Accord 2.4,Hyderabad,2010,73000,Petrol,Manual,First,10.2,2354,180.0,5.0,595000.0
Maruti Eeco 7,Coimbatore,2016,42225,Petrol,Manual,First,15.1,1196,73.0,7.0,430000.0
Maruti Swift VDI,Ahmedabad,2012,65000,Diesel,Manual,First,22.9,1248,74.0,5.0,390000.0
Maruti Baleno Zeta,Pune,2016,34000,Petrol,Automatic,First,21.4,1197,83.1,5.0,641000.0
Mahindra XUV500 W8,Coimbatore,2015,65100,Diesel,Manual,First,15.1,2179,140.0,7.0,836000.0
Hyundai Xcent 1.2,Chennai,2014,51000,Petrol,Manual,First,19.1,1197,82.0,5.0,385000.0
Mercedes-Benz New C-Class,Hyderabad,2017,34000,Diesel,Automatic,First,19.27,2143,167.62,5.0,3600000.0
Skoda Superb 1.8,Kolkata,2011,54895,Petrol,Manual,First,13.14,1798,160.0,5.0,750000.0
Volkswagen CrossPolo 1.5,Hyderabad,2015,73000,Diesel,Manual,First,20.14,1498,88.73,5.0,570000.0
Maruti Ignis 1.2,Kochi,2019,34000,Petrol,Manual,First,20.89,1197,81.8,5.0,550000.0
Maruti Swift VDI,Chennai,2016,49000,Diesel,Manual,First,25.2,1248,74.0,5.0,590000.0
Honda City i,Mumbai,2015,42366,Petrol,Manual,First,17.8,1497,117.3,5.0,775000.0
BMW 5 Series,Ahmedabad,2010,68000,Diesel,Automatic,First,11.5,2993,235.0,5.0,1800000.0
Skoda Laura Ambiente,Hyderabad,2008,73000,Diesel,Manual,First,17.5,1896,106.0,5.0,440000.00000000006
Volkswagen Polo GT,Coimbatore,2017,50534,Petrol,Automatic,First,17.21,1197,103.5,5.0,827000.0
Renault Duster 85PS,Ahmedabad,2014,55300,Diesel,Manual,First,19.87,1461,83.8,5.0,475000.0
Honda City 1.5,Hyderabad,2008,73000,Petrol,Automatic,First,16.8,1497,118.0,5.0,380000.0
Volkswagen Vento Diesel,Ahmedabad,2011,51100,Diesel,Manual,First,20.54,1598,103.6,5.0,340000.0
Hyundai Grand i10,Pune,2016,34000,Petrol,Manual,Second,18.9,1197,82.0,5.0,470000.0
Ford Fiesta 1.4,Pune,2008,73000,Petrol,Manual,Second,16.6,1388,68.0,5.0,149000.0
Hyundai Xcent 1.1,Mumbai,2016,63141,Diesel,Manual,Second,24.4,1120,71.0,5.0,450000.0
Honda Amaze VX,Hyderabad,2014,73000,Diesel,Manual,First,25.8,1498,98.6,5.0,540000.0
Honda City i,Hyderabad,2016,34000,Petrol,Automatic,First,18.0,1497,117.3,5.0,1150000.0
Renault Fluence 1.5,Pune,2012,56000,Diesel,Manual,Second,20.4,1461,108.5,5.0,350000.0
BMW 5 Series,Ahmedabad,2010,46000,Diesel,Automatic,First,22.48,1995,190.0,5.0,1650000.0
Maruti SX4 ZXI,Mumbai,2012,51800,Petrol,Manual,First,15.5,1586,103.3,5.0,390000.0
Honda City ZX,Hyderabad,2007,73000,Petrol,Automatic,First,16.4,1497,78.0,5.0,325000.0
Volkswagen Ameo 1.2,Kochi,2018,34000,Petrol,Manual,First,17.0,1198,73.75,5.0,584000.0
Volkswagen Ameo 1.2,Hyderabad,2016,34000,Petrol,Manual,First,17.0,1198,73.75,5.0,575000.0
